,name,h2o_henry,h2s_henry,xe_henry,kr_henry,o2_5bar,o2_140bar,co2_0.001bar,co2_30bar,n2_0.001bar,n2_30bar,h2_77K_5bar,h2_77K_100bar,h2_298K_5bar,h2_298K_100bar,ch4_65bar,ch4_5.8bar
0,20610N2,-0.7711364197561809,-1.0344982329578924,-0.8971040973313607,-0.7337113747789138,-0.17482514586652037,0.44373780671341656,-0.3770900103642832,0.7308190437801023,0.32475338140289894,0.3609712173473972,0.27256107411074304,0.44438968685160024,0.34624339134651383,0.45962786696865704,0.6221862927213797,-0.485485113370477
1,21052N2,0.4627868837533602,1.3567734161875686,0.4165125057521707,0.45660348711432436,0.8081679984225104,0.6088431387240684,0.9019476097752963,1.3085495887575669,0.4798683400045034,0.9373757566450504,1.246131092593035,0.6192403661188561,0.4241364184738454,0.47438772246692934,0.8635674812490314,0.4374624843213975
2,20473N2,0.24207139688984716,-1.1033688654809206,-0.969474612756197,-0.6801644567536772,0.2598980263671399,1.44717093896699,-0.35019320605378373,0.7693386676366214,0.28785306182664844,1.2422489736137141,0.26408194428400816,1.5424587434809272,1.4338895146743527,1.8259036081146789,1.329756220229645,-0.3285441593578382
3,15161N2,-0.314090709355135,-0.6440422929691574,-0.446638074011223,-0.5688623508202738,-0.5584542946375564,-0.21830680201681466,-0.35923446262413994,-0.4262032817338405,-0.9837636881227783,-0.583933319513341,0.30663520291911556,-0.1279237372363548,-0.2742974129390067,-0.24900721533377018,-0.19968741692986267,-0.5117573373294216
4,17061N2,-0.27240434172086136,1.0156620927914024,1.3012897385295932,0.9313542940564963,0.24495518701862445,-0.8797494190656641,-0.1908675759384474,-1.119467382692029,-0.6508561280197837,-0.8145852739905994,-0.45291910100695454,-0.9478773963817558,-0.7115298479148389,-0.8169565857330175,-1.1379543134176995,0.6310232044593439
5,11031N2,0.08857599603262581,3.406063087024443,-0.3454948527219895,2.2169346826787706,2.5888671613632495,1.9515565223422742,15.066683216077475,1.6087552728514631,3.632946958797717,2.4300487414997805,2.961514240284498,1.6590813452395332,1.5847596142629765,1.7118180307453248,2.422625050681036,2.045180198003239
6,15071N2,-0.3720157478469861,-0.4139425605819814,-0.25081708190091395,-0.31834976161200984,-0.12215488581226784,0.14580942757036508,-0.35255709755142295,-0.18520247128820994,-0.9524197587289371,-0.16199674703280295,-0.11555347274596708,0.1646174365578342,0.0940997903170924,0.1812138859972086,0.22051875027073556,-0.3263413101350803
7,14040N2,3.1647150232471564,-0.31488338953306994,-0.8398002315188948,-0.8771315073527877,-0.5286307402544079,0.08885792907393024,-0.09687676209815718,-0.3678860981407732,-0.8686145713217504,-0.32604384325112223,-0.3790814707545697,0.16785195995437946,0.08261133343235826,0.19458513600022112,0.07193362914484733,-0.8724562771957002
8,15110N2,-0.8258465794946322,-1.225193115467683,-1.110737816789761,-0.9853215080588351,-0.5413290879632117,0.056610655087709766,-0.41682129185750044,-0.3086522318254432,-0.7636366213133734,-0.42792698419804204,0.0060397990898647105,0.05165425027345308,-0.026620792125806137,0.05364537413024473,0.12894949128322564,-0.7959255482096084
9,18133N3,-0.40897497509037545,0.641899079270627,0.7756371523400384,0.8516478023034496,1.194032653448887,0.10709015264617415,0.03640955602048104,0.04568872664755816,0.34105409488426947,0.41353893376957324,1.6142765216160364,-0.060941354729811596,-0.04829722358633992,-0.0931740032523793,0.24187920768042784,2.1525773961979544
10,20410N2,-0.317675770928267,1.240184374853495,1.471891019647168,1.0635139984266755,0.8669429185382301,0.10695809767802789,0.35396886401398825,0.3889890959088183,0.5991564808814082,0.5822953817653703,0.38599719421661366,-0.010369257081091017,0.06459941760703744,0.07139960630415895,0.19843565890323336,1.0604405537655828
11,13071N2,2.357606553796068,-0.3447422636872738,-0.4131583080837697,-0.5310018315822874,-0.6332441977208054,-0.2922756556935581,-0.3770807645801462,-0.36710873508082886,-0.7997445561969576,-0.59585826257679,-0.3621018798655212,-0.34682378352086335,-0.3596383347802872,-0.33983520346759516,-0.17350361843097492,-0.41392548061962897
