,name,h2o_henry,h2s_henry,xe_henry,kr_henry,o2_5bar,o2_140bar,co2_0.001bar,co2_30bar,n2_0.001bar,n2_30bar,h2_77K_5bar,h2_77K_100bar,h2_298K_5bar,h2_298K_100bar,ch4_65bar,ch4_5.8bar
0,20610N2,-0.8164492628296429,-1.127774589304233,-0.8850612236761488,-0.7142419417675178,-0.16385386517195602,0.3692104153552244,-0.3387225772999582,0.9517029768644875,0.365136644601111,0.3287195867196111,0.1724397955946803,0.3820947031112068,0.35981367271364834,0.41844991568481404,0.4689067088005329,-0.5449839009413264
1,21052N2,0.2653482176887581,1.272927841873684,0.3861378801401146,0.5866426822455746,0.9157956479864864,0.5173790258002183,0.6803359278321549,1.619089110210014,0.522579628435562,0.8717064205351993,1.0795786456485006,0.5564661368364733,0.44575119936662855,0.4328186318640667,0.6734657340135547,0.25407258086327045
2,20473N2,0.07184392376608936,-1.1969168362730704,-0.9550948500286341,-0.6557209868904815,0.3136150408805178,1.2697100604598885,-0.3172928579845111,0.9962003001357179,0.32768251077091576,1.158904267725473,0.16453923586660643,1.4771540791239557,1.5597878059528427,1.74851905826031,1.068538417982205,-0.40910978752685884
3,15161N2,-0.4157510212231125,-0.7357787553161578,-0.4491410291535907,-0.5340798960628451,-0.585204742449543,-0.22492078884979438,-0.3244963751133487,-0.38487280700603593,-0.9630191546958855,-0.561403040269364,0.20418888958588463,-0.1886500759004793,-0.32481425708004114,-0.27140618578289943,-0.22759199484724058,-0.5677294944054802
4,17061N2,-0.3792040110884812,0.9304712315290853,1.2423451043359346,1.1054936558497948,0.2972028926152335,-0.8185117544698834,-0.1903519956533091,-1.1857216659560084,-0.6251151893002478,-0.7786826866572801,-0.5035375242688142,-1.0063563366518327,-0.8072024170992913,-0.8243047767214943,-1.0227283636169728,0.42165083604892045
5,11031N2,-0.06272759899081115,3.3302995740748256,-0.3512637855513432,2.510493134585609,2.871588519503534,1.7223551089697815,11.965926019368851,1.9658824595621573,3.7229808694431346,2.2778399998368593,2.6779132969397783,1.5934570317841297,1.7262392032433937,1.6374567730259932,1.994692539628772,1.6459796222188559
6,15071N2,-0.46653469677343934,-0.5047715474346584,-0.25964321898986864,-0.2602968947278855,-0.10600461062132399,0.10184392020831247,-0.31917626133242505,-0.10647208816794608,-0.9312048034988653,-0.16392871808346723,-0.1891919073552595,0.10308927628239684,0.08162962681153306,0.14741396459553263,0.12851265637004977,-0.4072026359677834
7,14040N2,2.634165668119184,-0.40532170330984946,-0.8296077354246899,-0.8709845409000874,-0.5524486788315113,0.0507345811444929,-0.11546589633921364,-0.31750562345631295,-0.8461418354579714,-0.31846499824663943,-0.43473817576148754,0.10631493422343027,0.0689546852134933,0.160430873621343,0.002593864917961955,-0.8800103070983998
8,15110N2,-0.8644144100924268,-1.319221541062324,-1.0917965771141143,-0.9892244393472985,-0.5663956376698075,0.02179527483021209,-0.3703780186160961,-0.24907950102438242,-0.7395883358139226,-0.4144413487961407,-0.07589550474069573,-0.009564290939235522,-0.051558524347245664,0.02322604550373743,0.05091208412902787,-0.8137526179224394
9,18133N3,-0.4989373581058634,0.5552341581650595,0.7336661679443455,1.0183831333527105,1.3396018457861578,0.06709651930314399,-0.009271556190156722,0.16025014965293904,0.3816820054887675,0.37823963029139374,1.422603815689283,-0.12185128437764067,-0.07547361630195908,-0.1197025870612934,0.14661462352201934,1.7389604453552419
10,20410N2,-0.4188940938648941,1.155878992538881,1.4074375637015515,1.249929832220667,0.9803498254571332,0.06697801070687814,0.2437401680930872,0.5568258682282844,0.6436580918219422,0.537212232233177,0.2781356465287734,-0.07141779901483612,0.049082566316645246,0.04050978673801919,0.1097982914629068,0.7934256986961626
11,13071N2,1.9265626053729923,-0.43529833595208767,-0.416742345745468,-0.4927024681984975,-0.6673486342173729,-0.2913018204738068,-0.3387152108278442,-0.31660762467246445,-0.776238192535818,-0.5726366212632666,-0.41891718059825583,-0.4069501424093143,-0.41896886906265274,-0.3598272128573328,-0.20540247655885466,-0.48303001696338554
12,20472N2,0.3488571261868369,-0.8423757602596847,-0.874955385170928,-0.7617048586326438,-0.22938007634634427,0.4243117060853079,-0.293069825601511,0.8219180851110344,-0.1774787676741291,0.38358653266567344,-0.05480630031562465,0.5010876731157704,0.48669129873327277,0.5440630801697136,0.3927289837656586,-0.6482405634588582
13,12030N2,0.5295708714452977,0.31980186577614933,0.2739382596260793,0.17623482617274072,-0.1405553653944884,-0.4317129328606076,-0.23103917936251583,-0.4931186319531227,-0.22518308580705984,-0.5649241442560423,-0.691804276193606,-0.5843113926385632,-0.48084048568768606,-0.45203190897766304,-0.5004392683663905,-0.24101941107676353
14,17140N2,-0.6128553302154406,-0.18486234180148012,0.08365424395661375,0.06462498840125643,-1.0358200471857068e-05,-0.04556937972949236,-0.2986249235326707,-0.06160320638860125,-0.4791688923711408,-0.2278673856764256,0.05453562831427902,-0.11586379741907069,-0.12582364586316078,-0.09639763492402549,0.07905909183061915,0.019487891168143746
15,20250N2,-0.46848430270289726,-0.8396133270195822,-0.7029994280078691,-0.4979157119893221,0.21743183395980809,0.7629770441249039,-0.3369586012188333,1.066369009116846,0.13313098693873257,0.7376580179400122,0.37520161416938846,0.870508091033068,0.7843543243843497,0.9199976338857199,0.8273845030727133,-0.37148307411712456
16,14071N2,-0.6301473390500197,-0.23094585229382925,-0.0005926219915439781,-0.04731888708273783,-0.04634546615557789,-0.010784557297226301,-0.27796183568243943,-0.0974772036086052,-0.2826754415615788,-0.2606352681407685,-0.023519734528460602,-0.095620151238737,-0.08269030624002101,-0.05476154994332037,0.0972620933748393,-0.19619627825786035
17,13011N2,-0.9666797432477646,-1.251767429871019,-1.0029856718748975,-1.0961623387752844,-0.9759018882508892,-0.19382851903909035,-0.4126111393639965,-0.7352456749451192,-0.8768086623743095,-0.6607011550993397,-0.836254043496811,-0.23603414967376263,-0.1685428360658497,-0.10135788245321893,-0.2880382718342306,-1.0540419311875122
